"Haplogroup"	"Clade"	"Macro-Clade"	"Phylotree-Subtree"	"Macro-Haplogroup"
"T1a6"	"T1"	"T"	"JT"	"R"
"T1a7"	"T1"	"T"	"JT"	"R"
"T1a7*"	"T1"	"T"	"JT"	"R"
"T1a8"	"T1"	"T"	"JT"	"R"
"T1a8a"	"T1"	"T"	"JT"	"R"
"T1a8b"	"T1"	"T"	"JT"	"R"
"T1a9"	"T1"	"T"	"JT"	"R"
"T1a10"	"T1"	"T"	"JT"	"R"
"T1a10a"	"T1"	"T"	"JT"	"R"
"T1b"	"T1"	"T"	"JT"	"R"
"T1b1"	"T1"	"T"	"JT"	"R"
"T1b2"	"T1"	"T"	"JT"	"R"
"T1b3"	"T1"	"T"	"JT"	"R"
"T1b4"	"T1"	"T"	"JT"	"R"
"T2"	"T2"	"T"	"JT"	"R"
"T2a"	"T2"	"T"	"JT"	"R"
"T2a1"	"T2"	"T"	"JT"	"R"
"T2a1a"	"T2"	"T"	"JT"	"R"
"T2a1a*"	"T2"	"T"	"JT"	"R"
"T2a1a1"	"T2"	"T"	"JT"	"R"
"T2a1a2"	"T2"	"T"	"JT"	"R"
"T2a1a3"	"T2"	"T"	"JT"	"R"
"T2a1a3a"	"T2"	"T"	"JT"	"R"
"T2a1a5"	"T2"	"T"	"JT"	"R"
"T2a1a6"	"T2"	"T"	"JT"	"R"
"T2a1a7"	"T2"	"T"	"JT"	"R"
"T2a1a8"	"T2"	"T"	"JT"	"R"
"T2a1b"	"T2"	"T"	"JT"	"R"
"T2a1b1"	"T2"	"T"	"JT"	"R"
"T2a1b1a"	"T2"	"T"	"JT"	"R"
"T2a1b1a*"	"T2"	"T"	"JT"	"R"
"T2a1b1a1"	"T2"	"T"	"JT"	"R"
"T2a1b1a1a"	"T2"	"T"	"JT"	"R"
"T2a1b1a1a1"	"T2"	"T"	"JT"	"R"
"T2a1b1a1a2"	"T2"	"T"	"JT"	"R"
"T2a1b1a1b"	"T2"	"T"	"JT"	"R"
"T2a1b1a1b1"	"T2"	"T"	"JT"	"R"
"T2a1b1a2"	"T2"	"T"	"JT"	"R"
"T2a1b2"	"T2"	"T"	"JT"	"R"
"T2a1b2a"	"T2"	"T"	"JT"	"R"
"T2a1b2b"	"T2"	"T"	"JT"	"R"
"T2a+195"	"T2"	"T"	"JT"	"R"
"T2a2"	"T2"	"T"	"JT"	"R"
"T2a2a"	"T2"	"T"	"JT"	"R"
"T2a3"	"T2"	"T"	"JT"	"R"
"T2b"	"T2"	"T"	"JT"	"R"
"T2b*1"	"T2"	"T"	"JT"	"R"
"T2b*2"	"T2"	"T"	"JT"	"R"
"T2b1"	"T2"	"T"	"JT"	"R"
"T2b1*"	"T2"	"T"	"JT"	"R"
"T2b2"	"T2"	"T"	"JT"	"R"
"T2b2b"	"T2"	"T"	"JT"	"R"
"T2b2b1"	"T2"	"T"	"JT"	"R"
"T2b3"	"T2"	"T"	"JT"	"R"
"T2b3+151"	"T2"	"T"	"JT"	"R"
"T2b3a"	"T2"	"T"	"JT"	"R"
"T2b3a1"	"T2"	"T"	"JT"	"R"
"T2b3c"	"T2"	"T"	"JT"	"R"
"T2b3c*"	"T2"	"T"	"JT"	"R"
"T2b3d"	"T2"	"T"	"JT"	"R"
"T2b3e"	"T2"	"T"	"JT"	"R"
"T2b3b"	"T2"	"T"	"JT"	"R"
"T2b4"	"T2"	"T"	"JT"	"R"
"T2b4a"	"T2"	"T"	"JT"	"R"
"T2b4a1"	"T2"	"T"	"JT"	"R"
"T2b4i"	"T2"	"T"	"JT"	"R"
"T2b4+152"	"T2"	"T"	"JT"	"R"
"T2b4b"	"T2"	"T"	"JT"	"R"
"T2b4c"	"T2"	"T"	"JT"	"R"
"T2b4d"	"T2"	"T"	"JT"	"R"
"T2b4e"	"T2"	"T"	"JT"	"R"
"T2b4f"	"T2"	"T"	"JT"	"R"
"T2b4g"	"T2"	"T"	"JT"	"R"
"T2b4h"	"T2"	"T"	"JT"	"R"
"T2b5"	"T2"	"T"	"JT"	"R"
"T2b5a"	"T2"	"T"	"JT"	"R"
"T2b5a1"	"T2"	"T"	"JT"	"R"
"T2b6"	"T2"	"T"	"JT"	"R"
"T2b6a"	"T2"	"T"	"JT"	"R"
"T2b6+146"	"T2"	"T"	"JT"	"R"
"T2b6b"	"T2"	"T"	"JT"	"R"
"T2b7"	"T2"	"T"	"JT"	"R"
"T2b7a"	"T2"	"T"	"JT"	"R"
"T2b7a1"	"T2"	"T"	"JT"	"R"
"T2b7a2"	"T2"	"T"	"JT"	"R"
"T2b7a3"	"T2"	"T"	"JT"	"R"
"T2b8"	"T2"	"T"	"JT"	"R"
"T2b+150"	"T2"	"T"	"JT"	"R"
"T2b9"	"T2"	"T"	"JT"	"R"
"T2b11"	"T2"	"T"	"JT"	"R"
"T2b11*"	"T2"	"T"	"JT"	"R"
"T2b13"	"T2"	"T"	"JT"	"R"
"T2b13a"	"T2"	"T"	"JT"	"R"
"T2b13b"	"T2"	"T"	"JT"	"R"
"T2b15"	"T2"	"T"	"JT"	"R"
"T2b+16362"	"T2"	"T"	"JT"	"R"
"T2b16"	"T2"	"T"	"JT"	"R"
"T2b17"	"T2"	"T"	"JT"	"R"
"T2b17a"	"T2"	"T"	"JT"	"R"
"T2b19"	"T2"	"T"	"JT"	"R"
"T2b19b"	"T2"	"T"	"JT"	"R"
"T2b+152"	"T2"	"T"	"JT"	"R"
"T2b21"	"T2"	"T"	"JT"	"R"
"T2b21a"	"T2"	"T"	"JT"	"R"
"T2b21b"	"T2"	"T"	"JT"	"R"
"T2b22"	"T2"	"T"	"JT"	"R"
"T2b23"	"T2"	"T"	"JT"	"R"
"T2b23a"	"T2"	"T"	"JT"	"R"
"T2b24"	"T2"	"T"	"JT"	"R"
"T2b24a"	"T2"	"T"	"JT"	"R"
"T2b25"	"T2"	"T"	"JT"	"R"
"T2b26"	"T2"	"T"	"JT"	"R"
"T2b27"	"T2"	"T"	"JT"	"R"
"T2b28"	"T2"	"T"	"JT"	"R"
"T2b28*"	"T2"	"T"	"JT"	"R"
"T2b29"	"T2"	"T"	"JT"	"R"
"T2b30"	"T2"	"T"	"JT"	"R"
"T2b31"	"T2"	"T"	"JT"	"R"
"T2b32"	"T2"	"T"	"JT"	"R"
"T2b33"	"T2"	"T"	"JT"	"R"
"T2b34"	"T2"	"T"	"JT"	"R"
"T2b35"	"T2"	"T"	"JT"	"R"
"T2b36"	"T2"	"T"	"JT"	"R"
"T2b37"	"T2"	"T"	"JT"	"R"
"T2c"	"T2"	"T"	"JT"	"R"
"T2c1"	"T2"	"T"	"JT"	"R"
"T2c1a"	"T2"	"T"	"JT"	"R"
"T2c1a1"	"T2"	"T"	"JT"	"R"
"T2c1a2"	"T2"	"T"	"JT"	"R"
"T2c1a3"	"T2"	"T"	"JT"	"R"
"T2c1c"	"T2"	"T"	"JT"	"R"
"T2c1c1"	"T2"	"T"	"JT"	"R"
"T2c1c2"	"T2"	"T"	"JT"	"R"
"T2c1+146"	"T2"	"T"	"JT"	"R"
"T2c1d"	"T2"	"T"	"JT"	"R"
"T2c1d1"	"T2"	"T"	"JT"	"R"
"T2c1d1a"	"T2"	"T"	"JT"	"R"
"T2c1d+152"	"T2"	"T"	"JT"	"R"
"T2c1d2"	"T2"	"T"	"JT"	"R"
"T2c1d2a"	"T2"	"T"	"JT"	"R"
"T2c1e"	"T2"	"T"	"JT"	"R"
"T2c1f"	"T2"	"T"	"JT"	"R"
"T2d"	"T2"	"T"	"JT"	"R"
"T2d1"	"T2"	"T"	"JT"	"R"
"T2d1a"	"T2"	"T"	"JT"	"R"
"T2d1b"	"T2"	"T"	"JT"	"R"
"T2d1b1"	"T2"	"T"	"JT"	"R"
"T2d1b2"	"T2"	"T"	"JT"	"R"
"T2d2"	"T2"	"T"	"JT"	"R"
"T2d2*"	"T2"	"T"	"JT"	"R"
"T2+150"	"T2"	"T"	"JT"	"R"
"T2e"	"T2"	"T"	"JT"	"R"
"T2e*"	"T2"	"T"	"JT"	"R"
"T2e1"	"T2"	"T"	"JT"	"R"
"T2e1a"	"T2"	"T"	"JT"	"R"
"T2e1a1"	"T2"	"T"	"JT"	"R"
"T2e1a1a"	"T2"	"T"	"JT"	"R"
"T2e1a1b"	"T2"	"T"	"JT"	"R"
"T2e1a1b1"	"T2"	"T"	"JT"	"R"
"T2e1b"	"T2"	"T"	"JT"	"R"
"T2e1b1"	"T2"	"T"	"JT"	"R"
"T2e2"	"T2"	"T"	"JT"	"R"
"T2e2a"	"T2"	"T"	"JT"	"R"
"T2e5"	"T2"	"T"	"JT"	"R"
"T2e6"	"T2"	"T"	"JT"	"R"
"T2e+152"	"T2"	"T"	"JT"	"R"
"T2e7"	"T2"	"T"	"JT"	"R"
"T2m"	"T2"	"T"	"JT"	"R"
"T2+16189"	"T2"	"T"	"JT"	"R"
"T2f"	"T2"	"T"	"JT"	"R"
"T2f1"	"T2"	"T"	"JT"	"R"
"T2f1a"	"T2"	"T"	"JT"	"R"
"T2f1a1"	"T2"	"T"	"JT"	"R"
"T2f1a1*"	"T2"	"T"	"JT"	"R"
"T2f2"	"T2"	"T"	"JT"	"R"
"T2f3"	"T2"	"T"	"JT"	"R"
"T2f4"	"T2"	"T"	"JT"	"R"
"T2f5"	"T2"	"T"	"JT"	"R"
"T2f6"	"T2"	"T"	"JT"	"R"
"T2f7"	"T2"	"T"	"JT"	"R"
"T2f7a"	"T2"	"T"	"JT"	"R"
"T2f8"	"T2"	"T"	"JT"	"R"
"T2f8a"	"T2"	"T"	"JT"	"R"
"T2g"	"T2"	"T"	"JT"	"R"
"T2g1"	"T2"	"T"	"JT"	"R"
"T2g1a"	"T2"	"T"	"JT"	"R"
"T2g1a1"	"T2"	"T"	"JT"	"R"
"T2g1b"	"T2"	"T"	"JT"	"R"
"T2g2"	"T2"	"T"	"JT"	"R"
"T2g2a"	"T2"	"T"	"JT"	"R"
"T2h"	"T2"	"T"	"JT"	"R"
"T2h1"	"T2"	"T"	"JT"	"R"
"T2h2"	"T2"	"T"	"JT"	"R"
"T2i"	"T2"	"T"	"JT"	"R"
"T2i1"	"T2"	"T"	"JT"	"R"
"T2i2"	"T2"	"T"	"JT"	"R"
"T2j"	"T2"	"T"	"JT"	"R"
"T2j1"	"T2"	"T"	"JT"	"R"
"T2k"	"T2"	"T"	"JT"	"R"
"T2l"	"T2"	"T"	"JT"	"R"
"T2n"	"T2"	"T"	"JT"	"R"
"T3"	"T3"	"T"	"JT"	"R"
"R5"	"R5"	"R"	"R"	"R"
"R5a"	"R5"	"R"	"R"	"R"
"R5a1"	"R5"	"R"	"R"	"R"
"R5a1a"	"R5"	"R"	"R"	"R"
"R5a2"	"R5"	"R"	"R"	"R"
"R5a2*"	"R5"	"R"	"R"	"R"
"R5a2a"	"R5"	"R"	"R"	"R"
"R5a2b"	"R5"	"R"	"R"	"R"
"R5a2b1"	"R5"	"R"	"R"	"R"
"R5a2b2"	"R5"	"R"	"R"	"R"
"R5a2b3"	"R5"	"R"	"R"	"R"
"R5a2b4"	"R5"	"R"	"R"	"R"
"R6"	"R6"	"R"	"R"	"R"
"R6+16129"	"R6"	"R"	"R"	"R"
"R6+16129*"	"R6"	"R"	"R"	"R"
"R6a"	"R6"	"R"	"R"	"R"
"R6a1"	"R6"	"R"	"R"	"R"
"R6a1*"	"R6"	"R"	"R"	"R"
"R6a2"	"R6"	"R"	"R"	"R"
"R6a2*"	"R6"	"R"	"R"	"R"
"R6b"	"R6"	"R"	"R"	"R"
"R7"	"R7"	"R"	"R"	"R"
"R7a'b"	"R7"	"R"	"R"	"R"
"R7a"	"R7"	"R"	"R"	"R"
"R7a1"	"R7"	"R"	"R"	"R"
"R7a1a"	"R7"	"R"	"R"	"R"
"R7a1a*"	"R7"	"R"	"R"	"R"
"R7a1b"	"R7"	"R"	"R"	"R"
"R7a1b1"	"R7"	"R"	"R"	"R"
"R7a1b2"	"R7"	"R"	"R"	"R"
"R7b"	"R7"	"R"	"R"	"R"
"R7b1"	"R7"	"R"	"R"	"R"
"R7b1a"	"R7"	"R"	"R"	"R"
"R7b1a1"	"R7"	"R"	"R"	"R"
"R7b2"	"R7"	"R"	"R"	"R"
"R7b2*1"	"R7"	"R"	"R"	"R"
"R7b2*2"	"R7"	"R"	"R"	"R"
"R8"	"R8"	"R"	"R"	"R"
"R8a"	"R8"	"R"	"R"	"R"
"R8a1"	"R8"	"R"	"R"	"R"
"R8a1a"	"R8"	"R"	"R"	"R"
"R8a1a1"	"R8"	"R"	"R"	"R"
"R8a1a1*"	"R8"	"R"	"R"	"R"
"R8a1a1a"	"R8"	"R"	"R"	"R"
"R8a1a1a1"	"R8"	"R"	"R"	"R"
"R8a1a1a1a"	"R8"	"R"	"R"	"R"
"R8a1a1a2"	"R8"	"R"	"R"	"R"
"R8a1a1b"	"R8"	"R"	"R"	"R"
"R8a1a1b*"	"R8"	"R"	"R"	"R"
"R8a1a1c"	"R8"	"R"	"R"	"R"
"R8a1a1c*"	"R8"	"R"	"R"	"R"
"R8a1a1d"	"R8"	"R"	"R"	"R"
"R8a1a2"	"R8"	"R"	"R"	"R"
"R8a1a2a"	"R8"	"R"	"R"	"R"
"R8a1a2a*"	"R8"	"R"	"R"	"R"
"R8a1a3"	"R8"	"R"	"R"	"R"
"R8a1+16093"	"R8"	"R"	"R"	"R"
"R8a1b"	"R8"	"R"	"R"	"R"
"R8a2"	"R8"	"R"	"R"	"R"
"R8a2*1"	"R8"	"R"	"R"	"R"
"R8a2*2"	"R8"	"R"	"R"	"R"
"R8b"	"R8"	"R"	"R"	"R"
"R8b1"	"R8"	"R"	"R"	"R"
"R8b1a"	"R8"	"R"	"R"	"R"
"R8b1a*"	"R8"	"R"	"R"	"R"
"R8b2"	"R8"	"R"	"R"	"R"
"R9"	"R9"	"R"	"R9"	"R"
"R9b"	"R9"	"R"	"R9"	"R"
"R9b1"	"R9"	"R"	"R9"	"R"
"R9b1a"	"R9"	"R"	"R9"	"R"
"R9b1a1"	"R9"	"R"	"R9"	"R"
"R9b1a1a"	"R9"	"R"	"R9"	"R"
"R9b1a1a*"	"R9"	"R"	"R9"	"R"
"R9b1a2"	"R9"	"R"	"R9"	"R"
"R9b1a2a"	"R9"	"R"	"R9"	"R"
"R9b1a2b"	"R9"	"R"	"R9"	"R"
"R9b1a2b*1"	"R9"	"R"	"R9"	"R"
"R9b1a2b*2"	"R9"	"R"	"R9"	"R"
"R9b1a3"	"R9"	"R"	"R9"	"R"
"R9b1a3*"	"R9"	"R"	"R9"	"R"
"R9b1b"	"R9"	"R"	"R9"	"R"
"R9b2"	"R9"	"R"	"R9"	"R"
"R9c"	"R9"	"R"	"R9"	"R"
"R9c1"	"R9"	"R"	"R9"	"R"
"R9c1a"	"R9"	"R"	"R9"	"R"
"R9c1a1"	"R9"	"R"	"R9"	"R"
"R9c1a2"	"R9"	"R"	"R9"	"R"
"R9c1a3"	"R9"	"R"	"R9"	"R"
"R9c1b"	"R9"	"R"	"R9"	"R"
"R9c1b1"	"R9"	"R"	"R9"	"R"
"R9c1b1*"	"R9"	"R"	"R9"	"R"
"R9c1b2"	"R9"	"R"	"R9"	"R"
"F"	"F"	"F"	"R9"	"R"
"F1"	"F1"	"F"	"R9"	"R"
"F1a'c'f"	"F1"	"F"	"R9"	"R"
"F1a"	"F1"	"F"	"R9"	"R"
"F1a1'4"	"F1"	"F"	"R9"	"R"
"F1a1"	"F1"	"F"	"R9"	"R"
"F1a1*"	"F1"	"F"	"R9"	"R"
"F1a1a"	"F1"	"F"	"R9"	"R"
"F1a1a*1"	"F1"	"F"	"R9"	"R"
"F1a1a*2"	"F1"	"F"	"R9"	"R"
"F1a1a*3"	"F1"	"F"	"R9"	"R"
"F1a1a1"	"F1"	"F"	"R9"	"R"
"F1a1a1*1"	"F1"	"F"	"R9"	"R"
"F1a1a1*2"	"F1"	"F"	"R9"	"R"
"F1a1a1*3"	"F1"	"F"	"R9"	"R"
"F1a1b"	"F1"	"F"	"R9"	"R"
"F1a1b*"	"F1"	"F"	"R9"	"R"
"F1a1c"	"F1"	"F"	"R9"	"R"
"F1a1c1"	"F1"	"F"	"R9"	"R"
"F1a1c2"	"F1"	"F"	"R9"	"R"
"F1a1c3"	"F1"	"F"	"R9"	"R"
"F1a1d"	"F1"	"F"	"R9"	"R"
"F1a1d1"	"F1"	"F"	"R9"	"R"
"F1a4"	"F1"	"F"	"R9"	"R"
"F1a4a"	"F1"	"F"	"R9"	"R"
"F1a4a1"	"F1"	"F"	"R9"	"R"
"F1a4a1*1"	"F1"	"F"	"R9"	"R"
"F1a4a1*2"	"F1"	"F"	"R9"	"R"
"F1a4b"	"F1"	"F"	"R9"	"R"
"F1a2"	"F1"	"F"	"R9"	"R"
"F1a2a"	"F1"	"F"	"R9"	"R"
"F1a3"	"F1"	"F"	"R9"	"R"
"F1a3+16311"	"F1"	"F"	"R9"	"R"
"F1a3a"	"F1"	"F"	"R9"	"R"
"F1a3a*"	"F1"	"F"	"R9"	"R"
"F1a3a1"	"F1"	"F"	"R9"	"R"
"F1a3a1a"	"F1"	"F"	"R9"	"R"
"F1a3a2"	"F1"	"F"	"R9"	"R"
"F1a3a3"	"F1"	"F"	"R9"	"R"
"F1a3a3a"	"F1"	"F"	"R9"	"R"
"F1a3b"	"F1"	"F"	"R9"	"R"
"F1c"	"F1"	"F"	"R9"	"R"
"F1c1"	"F1"	"F"	"R9"	"R"
"F1c1a"	"F1"	"F"	"R9"	"R"
"F1c1a1"	"F1"	"F"	"R9"	"R"
"F1c1a1a"	"F1"	"F"	"R9"	"R"
"F1c1a1b"	"F1"	"F"	"R9"	"R"
"F1c1a2"	"F1"	"F"	"R9"	"R"
"F1f"	"F1"	"F"	"R9"	"R"
"F1f*"	"F1"	"F"	"R9"	"R"
"F1+16189"	"F1"	"F"	"R9"	"R"
"F1b"	"F1"	"F"	"R9"	"R"
"F1b1"	"F1"	"F"	"R9"	"R"
"F1b1a"	"F1"	"F"	"R9"	"R"
"F1b1a1"	"F1"	"F"	"R9"	"R"
"F1b1a1a"	"F1"	"F"	"R9"	"R"
"F1b1a1a1"	"F1"	"F"	"R9"	"R"
"F1b1a1a1a"	"F1"	"F"	"R9"	"R"
"F1b1a1a2"	"F1"	"F"	"R9"	"R"
"F1b1a1a3"	"F1"	"F"	"R9"	"R"
"F1b1a2"	"F1"	"F"	"R9"	"R"
"F1b1b"	"F1"	"F"	"R9"	"R"
"F1b1c"	"F1"	"F"	"R9"	"R"
"F1b1+@152"	"F1"	"F"	"R9"	"R"
"F1b1+@152*"	"F1"	"F"	"R9"	"R"
"F1b1d"	"F1"	"F"	"R9"	"R"
"F1b1e"	"F1"	"F"	"R9"	"R"
"F1b1e1"	"F1"	"F"	"R9"	"R"
"F1b1f"	"F1"	"F"	"R9"	"R"
"F1d"	"F1"	"F"	"R9"	"R"
"F1d1"	"F1"	"F"	"R9"	"R"
"F1e"	"F1"	"F"	"R9"	"R"
"F1e1"	"F1"	"F"	"R9"	"R"
"F1e1a"	"F1"	"F"	"R9"	"R"
"F1e2"	"F1"	"F"	"R9"	"R"
"F1e2*"	"F1"	"F"	"R9"	"R"
"F1e3"	"F1"	"F"	"R9"	"R"
"F1g"	"F1"	"F"	"R9"	"R"
"F1g1"	"F1"	"F"	"R9"	"R"
"F1g1*"	"F1"	"F"	"R9"	"R"
"F2"	"F2"	"F"	"R9"	"R"
"F2+16291"	"F2"	"F"	"R9"	"R"
"F2a"	"F2"	"F"	"R9"	"R"
"F2a+@16291"	"F2"	"F"	"R9"	"R"
"F2a1"	"F2"	"F"	"R9"	"R"
"F2a1*"	"F2"	"F"	"R9"	"R"
"F2b"	"F2"	"F"	"R9"	"R"
"F2b1"	"F2"	"F"	"R9"	"R"
"F2b1*"	"F2"	"F"	"R9"	"R"
"F2g"	"F2"	"F"	"R9"	"R"
"F2c"	"F2"	"F"	"R9"	"R"
"F2c1"	"F2"	"F"	"R9"	"R"
"F2c2"	"F2"	"F"	"R9"	"R"
"F2d"	"F2"	"F"	"R9"	"R"
"F2d*"	"F2"	"F"	"R9"	"R"
"F2e"	"F2"	"F"	"R9"	"R"
"F2e1"	"F2"	"F"	"R9"	"R"
"F2f"	"F2"	"F"	"R9"	"R"
"F2+195"	"F2"	"F"	"R9"	"R"
"F2h"	"F2"	"F"	"R9"	"R"
"F2i"	"F2"	"F"	"R9"	"R"
"F3"	"F3"	"F"	"R9"	"R"
"F3a"	"F3"	"F"	"R9"	"R"
"F3a*"	"F3"	"F"	"R9"	"R"
"F3a+207"	"F3"	"F"	"R9"	"R"
"F3a+207*"	"F3"	"F"	"R9"	"R"
"F3a1"	"F3"	"F"	"R9"	"R"
"F3a1*1"	"F3"	"F"	"R9"	"R"
"F3a1*2"	"F3"	"F"	"R9"	"R"
"F3a1*3"	"F3"	"F"	"R9"	"R"
"F3b"	"F3"	"F"	"R9"	"R"
"F3b+152"	"F3"	"F"	"R9"	"R"
"F3b1"	"F3"	"F"	"R9"	"R"
"F3b1a"	"F3"	"F"	"R9"	"R"
"F3b1a+16093"	"F3"	"F"	"R9"	"R"
"F3b1a1"	"F3"	"F"	"R9"	"R"
"F3b1a2"	"F3"	"F"	"R9"	"R"
"F3b1b"	"F3"	"F"	"R9"	"R"
"F3b1b1"	"F3"	"F"	"R9"	"R"
"F4"	"F4"	"F"	"R9"	"R"
"F4a"	"F4"	"F"	"R9"	"R"
"F4a1"	"F4"	"F"	"R9"	"R"
"F4a1a"	"F4"	"F"	"R9"	"R"
"F4a1b"	"F4"	"F"	"R9"	"R"
"F4a2"	"F4"	"F"	"R9"	"R"
"F4a2*"	"F4"	"F"	"R9"	"R"
"F4b"	"F4"	"F"	"R9"	"R"
"F4b1"	"F4"	"F"	"R9"	"R"
"F4b1*"	"F4"	"F"	"R9"	"R"
"R+16189"	"R"	"R"	"R"	"R"
"R11'B6"	"R11"	"R"	"R"	"R"
"R11"	"R11"	"R"	"R"	"R"
"R11a"	"R11"	"R"	"R"	"R"
"R11a*"	"R11"	"R"	"R"	"R"
"R11b"	"R11"	"R"	"R"	"R"
"R11b*"	"R11"	"R"	"R"	"R"
"R11b1"	"R11"	"R"	"R"	"R"
"R11b1a"	"R11"	"R"	"R"	"R"
"R11b1b"	"R11"	"R"	"R"	"R"
"B6"	"B6"	"B"	"B"	"R"
"B6a"	"B6"	"B"	"B"	"R"
"B6a1"	"B6"	"B"	"B"	"R"
"B6a1a"	"B6"	"B"	"B"	"R"
"B4'5"	"B4"	"B"	"B"	"R"
"B4"	"B4"	"B"	"B"	"R"
"B4+16261"	"B4"	"B"	"B"	"R"
"B4a"	"B4"	"B"	"B"	"R"
"B4a1"	"B4"	"B"	"B"	"R"
"B4a1a"	"B4"	"B"	"B"	"R"
"B4a1a*"	"B4"	"B"	"B"	"R"
"B4a1a1"	"B4"	"B"	"B"	"R"
"B4a1a1*1"	"B4"	"B"	"B"	"R"
"B4a1a1*2"	"B4"	"B"	"B"	"R"
"B4a1a1a"	"B4"	"B"	"B"	"R"
"B4a1a1a*1"	"B4"	"B"	"B"	"R"
"B4a1a1a*2"	"B4"	"B"	"B"	"R"
"B4a1a1a*3"	"B4"	"B"	"B"	"R"
"B4a1a1a1"	"B4"	"B"	"B"	"R"
"B4a1a1a1a"	"B4"	"B"	"B"	"R"
"B4a1a1a1a1"	"B4"	"B"	"B"	"R"
"B4a1a1a1a1*"	"B4"	"B"	"B"	"R"
"B4a1a1a1b"	"B4"	"B"	"B"	"R"
"B4a1a1a1c"	"B4"	"B"	"B"	"R"
"B4a1a1a1d"	"B4"	"B"	"B"	"R"
"B4a1a1a2"	"B4"	"B"	"B"	"R"
"B4a1a1a2*"	"B4"	"B"	"B"	"R"
"B4a1a1a2a"	"B4"	"B"	"B"	"R"
"B4a1a1a2b"	"B4"	"B"	"B"	"R"
"B4a1a1a3"	"B4"	"B"	"B"	"R"
"B4a1a1a4"	"B4"	"B"	"B"	"R"
"B4a1a1a5"	"B4"	"B"	"B"	"R"
"B4a1a1a6"	"B4"	"B"	"B"	"R"
"B4a1a1a7"	"B4"	"B"	"B"	"R"
"B4a1a1a8"	"B4"	"B"	"B"	"R"
"B4a1a1a9"	"B4"	"B"	"B"	"R"
"B4a1a1a10"	"B4"	"B"	"B"	"R"
"B4a1a1a11"	"B4"	"B"	"B"	"R"
"B4a1a1a11a"	"B4"	"B"	"B"	"R"
"B4a1a1a11b"	"B4"	"B"	"B"	"R"
"B4a1a1a12"	"B4"	"B"	"B"	"R"
"B4a1a1a13"	"B4"	"B"	"B"	"R"
"B4a1a1a14"	"B4"	"B"	"B"	"R"
"B4a1a1a15"	"B4"	"B"	"B"	"R"
"B4a1a1a15*"	"B4"	"B"	"B"	"R"
"B4a1a1a16"	"B4"	"B"	"B"	"R"
"B4a1a1a17"	"B4"	"B"	"B"	"R"
"B4a1a1a18"	"B4"	"B"	"B"	"R"
"B4a1a1a19"	"B4"	"B"	"B"	"R"
"B4a1a1a20"	"B4"	"B"	"B"	"R"
"B4a1a1a21"	"B4"	"B"	"B"	"R"
"B4a1a1a22"	"B4"	"B"	"B"	"R"
"B4a1a1a+195"	"B4"	"B"	"B"	"R"
"B4a1a1a23"	"B4"	"B"	"B"	"R"
"B4a1a1b"	"B4"	"B"	"B"	"R"
"B4a1a1c"	"B4"	"B"	"B"	"R"
"B4a1a1d"	"B4"	"B"	"B"	"R"
"B4a1a1e"	"B4"	"B"	"B"	"R"
"B4a1a1f"	"B4"	"B"	"B"	"R"
"B4a1a1g"	"B4"	"B"	"B"	"R"
"B4a1a1g*"	"B4"	"B"	"B"	"R"
"B4a1a1h"	"B4"	"B"	"B"	"R"
"B4a1a1i"	"B4"	"B"	"B"	"R"
"B4a1a1j"	"B4"	"B"	"B"	"R"
"B4a1a1k"	"B4"	"B"	"B"	"R"
"B4a1a1k1"	"B4"	"B"	"B"	"R"
"B4a1a1+151"	"B4"	"B"	"B"	"R"
"B4a1a1m"	"B4"	"B"	"B"	"R"
"B4a1a1m1"	"B4"	"B"	"B"	"R"
"B4a1a1n"	"B4"	"B"	"B"	"R"
"B4a1a1n*"	"B4"	"B"	"B"	"R"
"B4a1a1+152"	"B4"	"B"	"B"	"R"
"B4a1a1o"	"B4"	"B"	"B"	"R"
"B4a1a1p"	"B4"	"B"	"B"	"R"
"B4a1a1q"	"B4"	"B"	"B"	"R"
"B4a1a1+16126"	"B4"	"B"	"B"	"R"
"B4a1a1r"	"B4"	"B"	"B"	"R"
"B4a1a1s"	"B4"	"B"	"B"	"R"
"B4a1a1t"	"B4"	"B"	"B"	"R"
"B4a1a1u"	"B4"	"B"	"B"	"R"
"B4a1a1v"	"B4"	"B"	"B"	"R"
"B4a1a1w"	"B4"	"B"	"B"	"R"
"B4a1a1x"	"B4"	"B"	"B"	"R"
"B4a1a1y"	"B4"	"B"	"B"	"R"
"B4a1a1z"	"B4"	"B"	"B"	"R"
"B4a1a1aa"	"B4"	"B"	"B"	"R"
"B4a1a1ab"	"B4"	"B"	"B"	"R"
"B4a1a1ac"	"B4"	"B"	"B"	"R"
"B4a1a1ad"	"B4"	"B"	"B"	"R"
"B4a1a1ae"	"B4"	"B"	"B"	"R"
"B4a1a1af"	"B4"	"B"	"B"	"R"
"B4a1a2"	"B4"	"B"	"B"	"R"
"B4a1a3"	"B4"	"B"	"B"	"R"
"B4a1a3a"	"B4"	"B"	"B"	"R"
"B4a1a3a1"	"B4"	"B"	"B"	"R"
"B4a1a3a1*"	"B4"	"B"	"B"	"R"
"B4a1a3a1a"	"B4"	"B"	"B"	"R"
"B4a1a4"	"B4"	"B"	"B"	"R"
"B4a1a5"	"B4"	"B"	"B"	"R"
"B4a1a5a"	"B4"	"B"	"B"	"R"
